,equipe_dom,equipe_ext,cote_dom,cote_nul,cote_ext,score,but_dom,but_ext,total_buts,resultat
313,Sunderland,Brighton,8.11,5.45,1.33,1-4,1.0,4.0,5.0,E
314,Manchester Blue,Spurs,1.34,5.95,6.91,2-3,2.0,3.0,5.0,E
315,Newcastle,Manchester Red,1.41,4.8,7.11,2-1,2.0,1.0,3.0,D
316,A. Villa,Burnley,1.3,5.96,8.0,3-2,3.0,2.0,5.0,D
317,Fulham,C. Palace,2.12,3.61,3.22,2-1,2.0,1.0,3.0,D
318,Liverpool,London Blues,1.35,5.18,7.92,2-2,2.0,2.0,4.0,N
319,Brentford,London Reds,4.69,4.24,1.64,1-1,1.0,1.0,2.0,N
320,Wolverhampton,A. Villa,2.37,3.43,2.88,1-3,1.0,3.0,4.0,E
321,N. Forest,Fulham,2.14,3.43,3.31,0-1,0.0,1.0,1.0,E
322,London Reds,Bournemouth,1.3,5.96,7.99,0-2,0.0,2.0,2.0,E
323,London Blues,West Ham,1.5,4.45,5.99,3-0,3.0,0.0,3.0,D
324,Burnley,Sunderland,2.36,3.46,2.87,1-0,1.0,0.0,1.0,D
325,Everton,Brighton,2.61,3.54,2.53,0-3,0.0,3.0,3.0,E
326,Newcastle,Manchester Blue,2.31,3.6,2.87,1-2,1.0,2.0,3.0,E
327,Spurs,Leeds,1.34,5.25,7.94,2-1,2.0,1.0,3.0,D
328,C. Palace,Brentford,2.3,3.45,2.97,1-1,1.0,1.0,2.0,N
329,Manchester Red,Liverpool,2.63,3.75,2.42,3-3,3.0,3.0,6.0,N
330,London Reds,Everton,1.31,5.15,9.52,0-0,0.0,0.0,0.0,N
331,Leeds,Newcastle,7.49,5.16,1.36,1-4,1.0,4.0,5.0,E
332,Bournemouth,C. Palace,2.31,3.18,3.2,1-0,1.0,0.0,1.0,D
333,Liverpool,Manchester Blue,2.06,3.58,3.38,2-1,2.0,1.0,3.0,D
334,Brighton,Burnley,1.44,5.07,5.91,2-2,2.0,2.0,4.0,N
335,West Ham,Manchester Red,2.22,3.59,3.03,4-0,4.0,0.0,4.0,D
336,A. Villa,London Blues,1.64,4.35,4.54,3-1,3.0,1.0,4.0,D
337,Sunderland,Wolverhampton,4.21,3.71,1.81,1-2,1.0,2.0,3.0,E
338,Brentford,N. Forest,1.55,4.71,4.96,1-1,1.0,1.0,2.0,N
339,Fulham,Spurs,2.24,4.12,2.7,1-2,1.0,2.0,3.0,E
340,C. Palace,London Reds,5.17,3.85,1.65,0-3,0.0,3.0,3.0,E
341,Manchester Red,A. Villa,1.8,3.69,4.28,2-1,2.0,1.0,3.0,D
342,Manchester Blue,West Ham,1.22,6.77,10.55,4-1,4.0,1.0,5.0,D
343,Everton,Burnley,1.76,3.85,4.32,1-2,1.0,2.0,3.0,E
344,London Blues,Sunderland,1.41,4.84,6.9,1-1,1.0,1.0,2.0,N
345,Wolverhampton,Brighton,2.68,3.88,2.33,2-2,2.0,2.0,4.0,N
346,Liverpool,Leeds,1.12,8.43,22.45,2-0,2.0,0.0,2.0,D
347,Spurs,Brentford,1.99,4.01,3.25,2-1,2.0,1.0,3.0,D
348,N. Forest,Bournemouth,1.81,3.99,3.87,1-1,1.0,1.0,2.0,N
349,Newcastle,Fulham,1.44,4.73,6.46,4-1,4.0,1.0,5.0,D
350,Newcastle,Bournemouth,1.31,5.85,8.07,2-1,2.0,1.0,3.0,D
351,Manchester Blue,Sunderland,1.17,7.74,13.21,6-0,6.0,0.0,6.0,D
352,Liverpool,Brentford,1.4,4.83,7.19,1-0,1.0,0.0,1.0,D
353,Everton,Wolverhampton,1.94,3.42,3.99,2-3,2.0,3.0,5.0,E
354,Spurs,London Reds,4.45,4.13,1.69,2-4,2.0,4.0,6.0,E
355,London Blues,Burnley,1.37,5.32,7.16,2-0,2.0,0.0,2.0,D
356,West Ham,Fulham,2.45,3.61,2.67,3-2,3.0,2.0,5.0,D
357,N. Forest,C. Palace,2.08,3.35,3.55,2-2,2.0,2.0,4.0,N
358,Leeds,A. Villa,5.12,3.94,1.64,0-3,0.0,3.0,3.0,E
359,Manchester Red,Brighton,1.97,4.01,3.31,1-2,1.0,2.0,3.0,E
360,Sunderland,Leeds,3.33,3.14,2.27,1-0,1.0,0.0,1.0,D
361,London Reds,Newcastle,1.57,4.58,4.84,3-0,3.0,0.0,3.0,D
362,Brighton,Manchester Blue,3.54,3.72,1.97,2-3,2.0,3.0,5.0,E
363,Brentford,West Ham,1.66,4.44,4.33,1-1,1.0,1.0,2.0,N
364,Bournemouth,Liverpool,3.52,3.7,1.98,2-3,2.0,3.0,5.0,E
365,Burnley,Manchester Red,3.27,3.33,2.2,0-1,0.0,1.0,1.0,E
366,N. Forest,Everton,1.87,3.3,4.49,1-2,1.0,2.0,3.0,E
367,A. Villa,Fulham,1.64,4.25,4.66,2-1,2.0,1.0,3.0,D
368,Wolverhampton,London Blues,2.59,3.55,2.55,1-0,1.0,0.0,1.0,D
369,C. Palace,Spurs,2.29,3.9,2.73,2-1,2.0,1.0,3.0,D
370,Manchester Red,Wolverhampton,1.5,4.37,6.04,1-1,1.0,1.0,2.0,N
371,Liverpool,London Reds,2.24,3.47,3.07,2-3,2.0,3.0,5.0,E
372,Fulham,Sunderland,1.66,4.25,4.46,1-2,1.0,2.0,3.0,E
373,Manchester Blue,Burnley,1.15,8.37,13.51,5-0,5.0,0.0,5.0,D
374,West Ham,Bournemouth,2.0,4.0,3.22,2-1,2.0,1.0,3.0,D
375,Everton,London Blues,2.59,3.25,2.73,4-0,4.0,0.0,4.0,D
376,Spurs,N. Forest,1.51,4.85,5.23,3-1,3.0,1.0,4.0,D
377,A. Villa,Brentford,1.72,4.09,4.3,1-2,1.0,2.0,3.0,E
378,Newcastle,C. Palace,1.43,4.6,6.92,2-3,2.0,3.0,5.0,E
379,Leeds,Brighton,6.37,5.0,1.42,1-4,1.0,4.0,5.0,E
380,Sunderland,Brentford,7.8,4.68,1.39,1-2,1.0,2.0,3.0,E
381,Burnley,Leeds,2.01,3.28,3.87,2-1,2.0,1.0,3.0,D
382,London Blues,Manchester Red,1.66,3.93,4.96,1-0,1.0,0.0,1.0,D
383,Bournemouth,A. Villa,2.27,3.29,3.16,3-2,3.0,2.0,5.0,D
384,C. Palace,Liverpool,3.14,3.84,2.08,1-3,1.0,3.0,4.0,E
385,Wolverhampton,Manchester Blue,5.72,4.05,1.57,2-2,2.0,2.0,4.0,N
386,N. Forest,Newcastle,2.54,3.61,2.5700000000000003,2-0,2.0,0.0,2.0,D
387,Spurs,Everton,1.65,4.01,4.89,2-1,2.0,1.0,3.0,D
388,Brighton,Fulham,1.91,3.84,3.62,2-1,2.0,1.0,3.0,D
389,London Reds,West Ham,1.27,5.99,9.55,2-1,2.0,1.0,3.0,D
390,London Reds,Manchester Red,1.36,5.2,7.48,0-1,0.0,1.0,1.0,E
391,C. Palace,London Blues,2.18,3.62,3.07,2-2,2.0,2.0,4.0,N
392,Burnley,Spurs,3.56,3.94,1.91,2-1,2.0,1.0,3.0,D
393,Brighton,Newcastle,2.23,3.85,2.84,2-0,2.0,0.0,2.0,D
394,Sunderland,Liverpool,13.0,6.89,1.19,0-2,0.0,2.0,2.0,E
395,Bournemouth,Manchester Blue,4.97,3.68,1.7000000000000002,0-1,0.0,1.0,1.0,E
396,Brentford,Leeds,1.35,5.24,7.88,2-0,2.0,0.0,2.0,D
397,Everton,Fulham,2.71,3.12,2.7,3-2,3.0,2.0,5.0,D
398,A. Villa,West Ham,1.44,4.86,6.26,3-2,3.0,2.0,5.0,D
399,Wolverhampton,N. Forest,1.95,3.73,3.58,1-2,1.0,2.0,3.0,E
400,London Reds,Leeds,1.15,7.58,17.85,2-0,2.0,0.0,2.0,D
401,N. Forest,Manchester Red,1.99,3.49,3.68,1-1,1.0,1.0,2.0,N
402,Sunderland,A. Villa,5.95,4.06,1.55,0-0,0.0,0.0,0.0,N
403,Everton,Brentford,2.76,3.08,2.68,0-0,0.0,0.0,0.0,N
404,Wolverhampton,Newcastle,3.19,3.76,2.08,0-2,0.0,2.0,2.0,E
405,Bournemouth,Fulham,2.42,3.3,2.9,2-1,2.0,1.0,3.0,D
406,C. Palace,Manchester Blue,4.2,3.63,1.83,0-1,0.0,1.0,1.0,E
407,Burnley,Liverpool,5.37,4.26,1.56,1-4,1.0,4.0,5.0,E
408,Brighton,West Ham,1.61,4.27,4.9,2-0,2.0,0.0,2.0,D
409,London Blues,Spurs,1.7000000000000002,4.34,4.16,3-2,3.0,2.0,5.0,D
410,London Reds,C. Palace,1.4,4.78,7.21,2-1,2.0,1.0,3.0,D
411,A. Villa,Manchester Red,1.55,4.41,5.36,2-1,2.0,1.0,3.0,D
412,West Ham,Manchester Blue,5.23,4.11,1.6,0-3,0.0,3.0,3.0,E
413,Burnley,Everton,2.76,2.91,2.83,0-0,0.0,0.0,0.0,N
414,Sunderland,London Blues,7.15,4.67,1.42,1-0,1.0,0.0,1.0,D
415,Brighton,Wolverhampton,1.48,4.59,5.94,2-0,2.0,0.0,2.0,D
416,Leeds,Liverpool,9.02,5.76,1.29,3-1,3.0,1.0,4.0,D
417,Brentford,Spurs,1.99,4.37,3.04,2-0,2.0,0.0,2.0,D
418,Bournemouth,N. Forest,1.85,3.67,4.03,2-3,2.0,3.0,5.0,E
419,Fulham,Newcastle,2.59,3.92,2.39,1-1,1.0,1.0,2.0,N
420,Liverpool,Spurs,1.34,5.7,7.32,3-2,3.0,2.0,5.0,D
421,Leeds,Bournemouth,4.53,4.31,1.65,2-2,2.0,2.0,4.0,N
422,Newcastle,Burnley,1.22,6.73,10.53,5-1,5.0,1.0,6.0,D
423,Manchester Blue,Everton,1.22,6.15,12.51,1-0,1.0,0.0,1.0,D
424,Wolverhampton,London Blues,2.54,3.5700000000000003,2.58,0-1,0.0,1.0,1.0,E
425,A. Villa,Brentford,1.76,3.99,4.18,2-0,2.0,0.0,2.0,D
426,Manchester Red,Brighton,1.98,3.94,3.33,3-1,3.0,1.0,4.0,D
427,Sunderland,C. Palace,6.23,3.98,1.54,0-3,0.0,3.0,3.0,E
428,West Ham,Fulham,2.55,3.5700000000000003,2.58,1-3,1.0,3.0,4.0,E
429,London Reds,N. Forest,1.23,6.48,10.9,3-1,3.0,1.0,4.0,D
430,Manchester Blue,Wolverhampton,1.17,7.58,13.43,5-0,5.0,0.0,5.0,D
431,Liverpool,Brentford,1.37,4.98,7.82,3-2,3.0,2.0,5.0,D
432,Fulham,Spurs,2.27,4.14,2.65,1-1,1.0,1.0,2.0,N
433,Manchester Red,Bournemouth,1.67,4.24,4.45,4-0,4.0,0.0,4.0,D
434,A. Villa,N. Forest,1.37,5.29,7.16,1-1,1.0,1.0,2.0,N
435,West Ham,Everton,2.02,3.36,3.73,0-0,0.0,0.0,0.0,N
436,Burnley,Brighton,3.67,3.93,1.88,0-2,0.0,2.0,2.0,E
437,Newcastle,C. Palace,1.42,4.6,7.2,2-0,2.0,0.0,2.0,D
438,Leeds,London Reds,18.42,7.25,1.15,0-0,0.0,0.0,0.0,N
439,Sunderland,London Blues,6.6,4.57,1.45,1-3,1.0,3.0,4.0,E
440,Fulham,Sunderland,1.67,4.27,4.43,2-1,2.0,1.0,3.0,D
441,Brentford,Leeds,1.37,5.05,7.48,2-1,2.0,1.0,3.0,D
442,N. Forest,Spurs,2.23,3.85,2.85,4-1,4.0,1.0,5.0,D
443,Everton,Wolverhampton,1.93,3.39,4.05,1-0,1.0,0.0,1.0,D
444,C. Palace,London Reds,5.16,3.79,1.66,1-5,1.0,5.0,6.0,E
445,Bournemouth,London Blues,2.5,3.38,2.74,2-1,2.0,1.0,3.0,D
446,Burnley,A. Villa,3.21,3.36,2.22,1-2,1.0,2.0,3.0,E
447,Liverpool,Manchester Red,1.32,5.28,8.92,2-0,2.0,0.0,2.0,D
448,Newcastle,West Ham,1.32,5.47,8.25,4-0,4.0,0.0,4.0,D
449,Brighton,Manchester Blue,3.58,3.71,1.95,0-1,0.0,1.0,1.0,E
450,N. Forest,Leeds,1.48,4.12,7.14,2-1,2.0,1.0,3.0,D
451,Brighton,West Ham,1.58,4.39,5.05,1-1,1.0,1.0,2.0,N
452,C. Palace,A. Villa,2.07,3.56,3.37,0-1,0.0,1.0,1.0,E
453,Brentford,Manchester Red,1.87,3.99,3.65,4-2,4.0,2.0,6.0,D
454,Burnley,Liverpool,5.32,4.34,1.56,2-4,2.0,4.0,6.0,E
455,Wolverhampton,Spurs,2.62,3.84,2.39,2-1,2.0,1.0,3.0,D
456,Bournemouth,Manchester Blue,4.86,3.6,1.73,1-3,1.0,3.0,4.0,E
457,Everton,Sunderland,1.89,3.55,4.02,1-1,1.0,1.0,2.0,N
458,Fulham,Newcastle,2.55,3.9,2.43,2-0,2.0,0.0,2.0,D
459,London Blues,London Reds,3.62,3.42,2.03,0-1,0.0,1.0,1.0,E
460,Wolverhampton,Sunderland,1.91,3.74,3.7,1-0,1.0,0.0,1.0,D
461,C. Palace,Liverpool,3.16,3.88,2.06,0-1,0.0,1.0,1.0,E
462,Leeds,Spurs,6.12,5.0,1.44,0-1,0.0,1.0,1.0,E
463,Brentford,Burnley,1.46,5.2,5.48,3-1,3.0,1.0,4.0,D
464,N. Forest,Manchester Red,1.95,3.52,3.8,3-0,3.0,0.0,3.0,D
465,Brighton,Fulham,1.93,3.81,3.59,0-0,0.0,0.0,0.0,N
466,Everton,Newcastle,2.87,3.37,2.41,2-1,2.0,1.0,3.0,D
467,London Reds,Manchester Blue,2.25,3.63,2.93,1-0,1.0,0.0,1.0,D
468,London Blues,A. Villa,1.67,3.94,4.82,2-1,2.0,1.0,3.0,D
469,Bournemouth,West Ham,1.96,3.55,3.72,0-2,0.0,2.0,2.0,E
470,Spurs,Liverpool,2.78,4.22,2.15,0-3,0.0,3.0,3.0,E
471,Bournemouth,Leeds,1.61,3.7,5.93,4-0,4.0,0.0,4.0,D
472,Burnley,Newcastle,4.18,3.93,1.77,0-3,0.0,3.0,3.0,E
473,Everton,Manchester Blue,5.2,3.48,1.72,0-2,0.0,2.0,2.0,E
474,London Blues,Wolverhampton,1.43,4.7,6.79,2-1,2.0,1.0,3.0,D
475,Brentford,A. Villa,1.88,4.0,3.61,3-2,3.0,2.0,5.0,D
476,Brighton,Manchester Red,1.83,3.83,3.95,1-0,1.0,0.0,1.0,D
477,C. Palace,Sunderland,1.69,4.04,4.52,2-0,2.0,0.0,2.0,D
478,Fulham,West Ham,1.79,4.09,3.91,3-0,3.0,0.0,3.0,D
479,N. Forest,London Reds,5.21,3.77,1.66,0-2,0.0,2.0,2.0,E
480,London Reds,Wolverhampton,1.22,6.66,11.21,4-0,4.0,0.0,4.0,D
481,Manchester Blue,N. Forest,1.18,7.38,12.45,1-2,1.0,2.0,3.0,E
482,West Ham,Brentford,2.51,3.53,2.65,2-2,2.0,2.0,4.0,N
484,Manchester Red,C. Palace,1.83,3.56,4.33,3-0,3.0,0.0,3.0,D
485,Liverpool,Fulham,1.34,5.24,8.3,2-3,2.0,3.0,5.0,E
486,A. Villa,Everton,1.47,4.38,6.59,5-0,5.0,0.0,5.0,D
487,Burnley,Spurs,3.73,3.96,1.86,1-3,1.0,3.0,4.0,E
488,Sunderland,Bournemouth,5.28,4.35,1.56,3-3,3.0,3.0,6.0,N
489,Newcastle,Brighton,1.5,4.88,5.3,2-1,2.0,1.0,3.0,D
490,Sunderland,Wolverhampton,4.23,3.73,1.8,2-0,2.0,0.0,2.0,D
491,Liverpool,C. Palace,1.34,5.06,8.67,3-1,3.0,1.0,4.0,D
492,Spurs,Leeds,1.33,5.36,8.21,3-1,3.0,1.0,4.0,D
493,Burnley,Brentford,3.66,3.4,2.03,1-2,1.0,2.0,3.0,E
494,Manchester Red,N. Forest,1.54,4.35,5.57,3-1,3.0,1.0,4.0,D
495,Fulham,Brighton,2.23,4.09,2.73,3-0,3.0,0.0,3.0,D
496,Newcastle,Everton,1.35,4.69,9.21,2-0,2.0,0.0,2.0,D
497,Manchester Blue,London Reds,2.27,3.67,2.87,2-3,2.0,3.0,5.0,E
498,A. Villa,London Blues,1.64,4.36,4.5,1-1,1.0,1.0,2.0,N
499,West Ham,Bournemouth,2.13,3.98,2.96,1-1,1.0,1.0,2.0,N
500,Brighton,West Ham,1.6,4.34,4.85,0-3,0.0,3.0,3.0,E
501,Burnley,Spurs,3.63,3.94,1.88,3-0,3.0,0.0,3.0,D
502,London Reds,London Blues,1.39,5.19,6.78,1-2,1.0,2.0,3.0,E
503,N. Forest,Sunderland,1.67,4.05,4.67,1-0,1.0,0.0,1.0,D
504,Leeds,A. Villa,5.03,3.96,1.64,1-1,1.0,1.0,2.0,N
505,Liverpool,Bournemouth,1.21,6.95,11.38,2-1,2.0,1.0,3.0,D
506,Manchester Red,Everton,1.66,3.59,5.57,3-1,3.0,1.0,4.0,D
507,Fulham,Brentford,2.3,3.65,2.85,4-2,4.0,2.0,6.0,D
508,C. Palace,Wolverhampton,1.7000000000000002,4.01,4.5,2-2,2.0,2.0,4.0,N
509,Newcastle,Manchester Blue,2.31,3.6,2.86,2-0,2.0,0.0,2.0,D
510,West Ham,C. Palace,2.26,3.49,3.03,1-1,1.0,1.0,2.0,N
511,Wolverhampton,London Reds,6.69,4.1,1.5,0-1,0.0,1.0,1.0,E
512,Brentford,N. Forest,1.56,4.64,4.89,3-0,3.0,0.0,3.0,D
513,Everton,Liverpool,3.55,3.56,2.01,1-2,1.0,2.0,3.0,E
514,A. Villa,Fulham,1.66,4.23,4.52,2-1,2.0,1.0,3.0,D
515,Sunderland,Manchester Red,6.27,4.13,1.52,2-1,2.0,1.0,3.0,D
516,London Blues,Newcastle,1.92,3.95,3.48,5-1,5.0,1.0,6.0,D
517,Manchester Blue,Burnley,1.15,8.49,13.48,3-1,3.0,1.0,4.0,D
518,Brighton,Leeds,1.37,4.8100000000000005,8.12,2-1,2.0,1.0,3.0,D
519,Bournemouth,Spurs,2.61,3.7,2.46,0-3,0.0,3.0,3.0,E
520,Brentford,Sunderland,1.56,4.74,4.79,1-2,1.0,2.0,3.0,E
521,Wolverhampton,Manchester Blue,5.42,3.97,1.6,1-2,1.0,2.0,3.0,E
522,A. Villa,Everton,1.48,4.27,6.6,3-1,3.0,1.0,4.0,D
523,Brighton,Liverpool,2.5700000000000003,3.95,2.39,2-2,2.0,2.0,4.0,N
524,Fulham,Newcastle,2.64,3.93,2.34,2-0,2.0,0.0,2.0,D
525,C. Palace,Manchester Red,2.04,3.55,3.47,1-4,1.0,4.0,5.0,E
526,West Ham,Spurs,2.51,3.97,2.44,2-2,2.0,2.0,4.0,N
527,Bournemouth,London Blues,2.4,3.42,2.85,0-0,0.0,0.0,0.0,N
528,London Reds,N. Forest,1.22,6.55,11.02,1-0,1.0,0.0,1.0,D
529,Leeds,Burnley,3.35,3.9,1.98,3-2,3.0,2.0,5.0,D
530,Manchester Blue,West Ham,1.19,7.23,11.78,4-1,4.0,1.0,5.0,D
531,London Blues,Wolverhampton,1.42,4.8,6.9,2-2,2.0,2.0,4.0,N
532,Manchester Red,London Reds,4.26,3.56,1.84,0-2,0.0,2.0,2.0,E
533,Sunderland,A. Villa,5.92,4.11,1.54,2-2,2.0,2.0,4.0,N
534,Liverpool,C. Palace,1.34,4.97,8.75,3-1,3.0,1.0,4.0,D
535,Everton,Brighton,2.67,3.54,2.49,2-0,2.0,0.0,2.0,D
536,Brentford,Bournemouth,1.6800000000000002,4.58,4.04,1-2,1.0,2.0,3.0,E
537,Newcastle,N. Forest,1.25,6.14,10.07,4-0,4.0,0.0,4.0,D
538,Spurs,Leeds,1.35,5.21,7.88,3-1,3.0,1.0,4.0,D
539,Burnley,Fulham,3.39,3.39,2.13,1-2,1.0,2.0,3.0,E
540,Manchester Blue,Fulham,1.33,5.54,7.87,1-1,1.0,1.0,2.0,N
541,Everton,London Reds,6.26,3.56,1.61,0-0,0.0,0.0,0.0,N
542,Liverpool,Newcastle,1.45,4.86,6.0,4-0,4.0,0.0,4.0,D
543,Spurs,N. Forest,1.48,5.0,5.42,3-1,3.0,1.0,4.0,D
544,London Blues,Leeds,1.31,5.05,9.89,3-0,3.0,0.0,3.0,D
545,Sunderland,C. Palace,6.11,3.97,1.55,0-2,0.0,2.0,2.0,E
546,Burnley,Manchester Red,3.11,3.34,2.28,1-3,1.0,3.0,4.0,E
547,Brentford,Brighton,2.11,4.27,2.84,3-0,3.0,0.0,3.0,D
548,Wolverhampton,West Ham,2.07,3.65,3.3,3-1,3.0,1.0,4.0,D
549,A. Villa,Bournemouth,1.46,5.12,5.63,3-1,3.0,1.0,4.0,D
550,Spurs,Everton,1.6800000000000002,3.98,4.68,1-1,1.0,1.0,2.0,N
551,London Reds,A. Villa,1.36,5.19,7.65,4-0,4.0,0.0,4.0,D
552,Liverpool,Manchester Blue,2.03,3.58,3.46,2-1,2.0,1.0,3.0,D
553,Bournemouth,Leeds,1.59,3.73,6.19,2-1,2.0,1.0,3.0,D
554,Burnley,Sunderland,2.51,3.48,2.67,0-0,0.0,0.0,0.0,N
555,Manchester Red,London Blues,1.93,3.77,3.62,2-1,2.0,1.0,3.0,D
556,C. Palace,Brighton,2.24,3.86,2.8200000000000003,0-3,0.0,3.0,3.0,E
557,N. Forest,Wolverhampton,1.64,4.0,5.03,1-2,1.0,2.0,3.0,E
558,Newcastle,Brentford,1.53,4.34,5.66,4-1,4.0,1.0,5.0,D
559,Fulham,West Ham,1.78,4.02,4.03,3-1,3.0,1.0,4.0,D
560,C. Palace,West Ham,1.79,3.86,4.11,1-0,1.0,0.0,1.0,D
561,London Reds,Wolverhampton,1.24,6.42,10.35,3-0,3.0,0.0,3.0,D
562,N. Forest,Brentford,2.2,3.39,3.21,2-0,2.0,0.0,2.0,D
563,Liverpool,Everton,1.25,5.57,12.47,5-1,5.0,1.0,6.0,D
564,Fulham,A. Villa,2.05,3.74,3.28,1-1,1.0,1.0,2.0,N
565,Manchester Red,Sunderland,1.51,4.41,5.89,1-1,1.0,1.0,2.0,N
566,Newcastle,London Blues,1.47,4.71,6.01,4-2,4.0,2.0,6.0,D
567,Burnley,Manchester Blue,7.92,4.4,1.42,1-2,1.0,2.0,3.0,E
568,Leeds,Brighton,6.06,4.86,1.45,1-2,1.0,2.0,3.0,E
569,Spurs,Bournemouth,1.67,4.67,4.04,2-1,2.0,1.0,3.0,D
570,A. Villa,N. Forest,1.38,5.26,6.92,3-0,3.0,0.0,3.0,D
571,Wolverhampton,Newcastle,3.01,3.76,2.16,1-3,1.0,3.0,4.0,E
572,Leeds,C. Palace,5.02,3.83,1.67,1-1,1.0,1.0,2.0,N
573,London Blues,Burnley,1.35,5.42,7.38,3-2,3.0,2.0,5.0,D
574,Sunderland,Liverpool,11.98,6.53,1.21,0-3,0.0,3.0,3.0,E
575,West Ham,London Reds,6.28,4.26,1.5,1-1,1.0,1.0,2.0,N
576,Manchester Blue,Spurs,1.36,5.78,6.53,1-2,1.0,2.0,3.0,E
577,Brentford,Manchester Red,1.87,3.99,3.65,3-2,3.0,2.0,5.0,D
578,Brighton,Fulham,1.91,3.87,3.61,0-0,0.0,0.0,0.0,N
579,Bournemouth,Everton,2.02,3.08,4.17,1-2,1.0,2.0,3.0,E
580,Burnley,Wolverhampton,2.45,3.36,2.8200000000000003,0-1,0.0,1.0,1.0,E
581,Manchester Red,A. Villa,1.84,3.67,4.11,1-4,1.0,4.0,5.0,E
582,Spurs,London Blues,1.89,4.25,3.38,3-1,3.0,1.0,4.0,D
583,N. Forest,Brighton,2.2,3.78,2.94,3-3,3.0,3.0,6.0,N
584,Newcastle,West Ham,1.31,5.52,8.48,1-2,1.0,2.0,3.0,E
585,London Reds,Leeds,1.15,7.62,17.39,4-0,4.0,0.0,4.0,D
586,Liverpool,Brentford,1.37,5.0,7.74,5-0,5.0,0.0,5.0,D
587,Manchester Blue,Bournemouth,1.23,6.99,9.83,2-1,2.0,1.0,3.0,D
588,Fulham,C. Palace,2.1,3.61,3.27,3-0,3.0,0.0,3.0,D
589,Everton,Sunderland,1.89,3.53,4.06,0-1,0.0,1.0,1.0,E
590,Leeds,Newcastle,7.77,5.24,1.35,0-6,0.0,6.0,6.0,E
591,Bournemouth,Sunderland,1.81,3.74,4.18,5-1,5.0,1.0,6.0,D
592,West Ham,Burnley,1.72,4.26,4.12,2-1,2.0,1.0,3.0,D
593,Brighton,Manchester Red,1.86,3.84,3.82,1-1,1.0,1.0,2.0,N
594,Brentford,Everton,1.67,3.96,4.76,4-1,4.0,1.0,5.0,D
595,C. Palace,N. Forest,1.65,4.08,4.78,1-0,1.0,0.0,1.0,D
596,London Blues,Manchester Blue,3.19,3.45,2.19,1-1,1.0,1.0,2.0,N
597,Wolverhampton,Spurs,2.7,3.86,2.32,2-2,2.0,2.0,4.0,N
598,Fulham,London Reds,5.55,4.18,1.56,1-1,1.0,1.0,2.0,N
599,A. Villa,Liverpool,2.19,4.04,2.8,1-1,1.0,1.0,2.0,N
600,Sunderland,Brentford,7.85,4.65,1.39,0-2,0.0,2.0,2.0,E
601,Manchester Blue,Wolverhampton,1.17,7.77,13.49,3-0,3.0,0.0,3.0,D
602,Everton,A. Villa,2.39,3.14,3.11,3-0,3.0,0.0,3.0,D
603,Liverpool,Brighton,1.38,5.37,6.78,2-2,2.0,2.0,4.0,N
604,Newcastle,Fulham,1.46,4.65,6.27,0-3,0.0,3.0,3.0,E
605,Manchester Red,C. Palace,1.84,3.52,4.29,1-0,1.0,0.0,1.0,D
606,Spurs,West Ham,1.59,4.66,4.62,2-2,2.0,2.0,4.0,N
607,London Blues,Bournemouth,1.51,4.65,5.42,3-0,3.0,0.0,3.0,D
608,N. Forest,London Reds,4.93,3.67,1.71,0-4,0.0,4.0,4.0,E
609,Burnley,Leeds,1.99,3.25,3.99,1-3,1.0,3.0,4.0,E
610,West Ham,Manchester Blue,5.01,4.02,1.63,1-3,1.0,3.0,4.0,E
611,Wolverhampton,London Blues,2.55,3.53,2.6,1-0,1.0,0.0,1.0,D
612,London Reds,Manchester Red,1.38,5.01,7.29,3-1,3.0,1.0,4.0,D
613,A. Villa,Sunderland,1.37,5.25,7.09,1-3,1.0,3.0,4.0,E
614,C. Palace,Liverpool,3.07,3.86,2.1,4-1,4.0,1.0,5.0,D
615,Brighton,Everton,1.63,3.85,5.34,4-0,4.0,0.0,4.0,D
616,Bournemouth,Brentford,2.5,3.29,2.81,2-1,2.0,1.0,3.0,D
617,N. Forest,Newcastle,2.44,3.63,2.67,1-1,1.0,1.0,2.0,N
618,Leeds,Spurs,6.53,5.16,1.4,2-1,2.0,1.0,3.0,D
619,Fulham,Burnley,1.54,4.74,4.96,0-1,0.0,1.0,1.0,E
620,Manchester Red,Newcastle,2.29,3.69,2.84,2-1,2.0,1.0,3.0,D
621,Everton,C. Palace,2.44,3.06,3.09,0-0,0.0,0.0,0.0,N
622,Wolverhampton,Bournemouth,2.11,3.86,3.05,1-1,1.0,1.0,2.0,N
623,London Blues,West Ham,1.52,4.37,5.71,3-0,3.0,0.0,3.0,D
624,Liverpool,London Reds,2.3,3.44,2.98,0-2,0.0,2.0,2.0,E
625,Manchester Blue,Leeds,1.11,8.98,21.17,4-0,4.0,0.0,4.0,D
626,Brentford,A. Villa,1.83,4.05,3.77,2-0,2.0,0.0,2.0,D
627,Burnley,N. Forest,2.37,3.46,2.86,3-0,3.0,0.0,3.0,D
628,Sunderland,Brighton,7.64,5.49,1.34,0-3,0.0,3.0,3.0,E
629,Spurs,Fulham,1.9,4.16,3.41,0-0,0.0,0.0,0.0,N
630,Fulham,Manchester Blue,4.28,3.87,1.76,0-1,0.0,1.0,1.0,E
631,London Reds,Everton,1.3,5.28,9.77,1-0,1.0,0.0,1.0,D
632,Newcastle,Liverpool,1.78,4.24,3.79,2-1,2.0,1.0,3.0,D
